NtsbNo,EventType,EventDate,City,State,Country,N,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,CoordSource
LAX66F0235,ACC,1965-12-17T05:00:00Z,LAVERNE,California,United States,N4533R,None,0,0,0,,34.1141,-118.4068,PIPER,PA-28,AIR,,BRACKET,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC66D0453,ACC,1965-12-16T05:00:00Z,LONDONDERRY TP,Pennsylvania,United States,N2205H,Minor,0,0,1,,40.0077,-75.1339,ERCOUPE,415-C,AIR,,,FALSE,1,,BUS,91,Destroyed,VFR,,state_centroid
NYC66D0424,ACC,1965-12-15T05:00:00Z,PITTSBURG,Pennsylvania,United States,N2589U,Minor,0,0,1,,40.0077,-75.1339,CESSNA,172,AIR,,,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
OAK66F0172,ACC,1965-12-15T05:00:00Z,TAHOE VALLEY,California,United States,N9078X,Minor,0,0,1,,34.1141,-118.4068,CESSNA,182,AIR,,LAKE TAHOE,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
ANC66D0075,ACC,1965-12-12T05:00:00Z,STEVENS VILG,Alaska,United States,N9173T,None,0,0,0,,61.1508,-149.1091,CESSNA,180C,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MIA66D0361,ACC,1965-12-12T05:00:00Z,ST GEORGE,South Carolina,United States,N98519,None,0,0,0,,32.8168,-79.9687,PIPER,J3C-65,AIR,,DORCHESTER COUNTY,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
CHI66A0057,ACC,1965-12-10T05:00:00Z,STONE,Kentucky,United States,N3947S,Fatal,2,1,2,,38.1663,-85.6485,CESSNA,172,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
FTW66F0504,ACC,1965-12-10T05:00:00Z,DEXTER,Texas,United States,N52024,Serious,0,1,0,,29.786,-95.3885,PIPER,PA-23,AIR,,,FALSE,2,,BUS,91,Substantial,IFR,,state_centroid
NYC66D0409,ACC,1965-12-09T05:00:00Z,NEW PALTZ,New York,United States,N8292D,None,0,0,0,,40.6943,-73.9249,BEECH,J35,AIR,,,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
MKC66F0313,ACC,1965-12-08T05:00:00Z,BLOOMFIELD,New Jersey,United States,N1287X,None,0,0,0,,40.2237,-74.7641,MOONEY,M20E,AIR,,BLOOMFIELD NJ,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
MKC66D0348,ACC,1965-12-08T05:00:00Z,LINCOLN,Kansas,United States,N83703,None,0,0,0,,37.6895,-97.3443,AERONCA,7AC,AIR,,,FALSE,1,,PERS,91,None,VFR,,state_centroid
CHI66F0458,ACC,1965-12-08T05:00:00Z,WILLIS,Michigan,United States,N2668K,None,0,0,0,,42.3834,-83.1024,LUSCOMBE,8E,AIR,,HORTON,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC66F0422,ACC,1965-12-08T05:00:00Z,FREWSBERG,New York,United States,N3298W,Serious,0,2,0,,40.6943,-73.9249,PIPER,PA-32,AIR,,,FALSE,1,,,,Destroyed,IFR,TED EDWARDS SK,state_centroid
NYC66F0380,ACC,1965-12-07T05:00:00Z,SO PLAINFIELD,New Jersey,United States,N2833H,None,0,0,0,,40.2237,-74.7641,ERCOUPE,415-CD,AIR,,HADLEY,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC66F0387,ACC,1965-12-07T05:00:00Z,FORK UNION,Virginia,United States,N3208U,None,0,0,0,,36.7335,-76.0435,CESSNA,182,AIR,,FORK UNION,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
CHI66A0056,ACC,1965-12-06T05:00:00Z,KITE,Kentucky,United States,N6819S,Fatal,6,0,0,,38.1663,-85.6485,AERO CDR,680,AIR,,WHITESBURG MUNICI,FALSE,2,,BUS,91,Destroyed,IFR,,state_centroid
DEN66F0176,ACC,1965-12-05T05:00:00Z,SUNLAND PK,New Mexico,United States,N8L,None,0,0,0,,35.1054,-106.6465,PITTS SPCL,S1C,AIR,,SUNLAND PARK,TRUE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC66F0408,ACC,1965-12-05T05:00:00Z,HENRIETTA,New York,United States,N28734,None,0,0,0,,40.6943,-73.9249,LUSCOMBE,8C,AIR,,HYLAN,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
FTW66F0444,ACC,1965-12-05T05:00:00Z,SUGARLAND,Texas,United States,N9389A,None,0,0,0,,29.786,-95.3885,CESSNA,195,AIR,,HULL,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK66D0183,ACC,1965-12-05T05:00:00Z,RAVENDALE,California,United States,N6559W,None,0,0,0,,34.1141,-118.4068,PIPER,PA-28,AIR,,,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
CHI66D0496,ACC,1965-12-05T05:00:00Z,MIDDLE BASS,Ohio,United States,N3589Y,None,0,0,0,,39.1413,-84.506,CESSNA,182F,AIR,,MIDDLE BASS IS,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC66D0377,ACC,1965-12-04T05:00:00Z,ROCHESTER,Massachusetts,United States,N9186T,None,0,0,0,,42.3188,-71.0852,CESSNA,180,AIR,,SNIPATUIT POND,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
DCA66A0005,ACC,1965-12-04T05:00:00Z,CARMEL,New York,United States,"N6218C, N748TW",Fatal,4,34,15,,40.6943,-73.9249,"LOCKHEED, BOEING 707","L1049C, 131B","AIR,AIR",,LA GUARDIA,"FALSE,FALSE","4,4",,",",",","Destroyed,Substantial",VFR,"EASTERN AIR LINES INC,TRANS WORLD AIRLINES INC",state_centroid
NYC66A0062,ACC,1965-12-03T05:00:00Z,GLEN FALLS,New York,United States,N2252X,Fatal,1,0,0,,40.6943,-73.9249,CESSNA,337,AIR,,WARREN COUNTY,FALSE,2,,BUS,91,Destroyed,VFR,,state_centroid
NYC66A0063,ACC,1965-12-03T05:00:00Z,FORT ANN,New York,United States,N4053K,Fatal,2,1,0,,40.6943,-73.9249,NAVION,NAV-A,AIR,,,FALSE,1,,PERS,91,Destroyed,IFR,,state_centroid
LAX66D0228,ACC,1965-12-03T05:00:00Z,NORTON AFB,California,United States,N5008D,None,0,0,0,,34.1141,-118.4068,CESSNA,182,AIR,,NORTON AFB,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK66A0025,ACC,1965-12-01T05:00:00Z,STOCK,California,United States,N2430R,Fatal,1,0,0,,34.1141,-118.4068,CESSNA,182,AIR,,METROPOLITAN,FALSE,1,,BUS,91,Destroyed,IFR,,state_centroid
DEN66F0170,ACC,1965-11-30T05:00:00Z,MORIARITY,New Mexico,United States,N9517R,None,0,0,0,,35.1054,-106.6465,BEECHCRAFT,K35,AIR,,OTTO,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
MIA66D0371,ACC,1965-11-30T05:00:00Z,OWENS CROSS R,Alabama,United States,N9429T,None,0,0,0,,33.5279,-86.7971,CESSNA,210,AIR,,,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
OAK66D0164,ACC,1965-11-29T05:00:00Z,MOKELUMNE PK,California,United States,N8425T,None,0,0,0,,34.1141,-118.4068,CESSNA,182B,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC66D0372,ACC,1965-11-28T05:00:00Z,ROBINSVILLE,New Jersey,United States,N3513R,None,0,0,0,,40.2237,-74.7641,BEECHCRAFT,A-23,AIR,,TRENTON-ROBBNSULE,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
DEN66D0187,ACC,1965-11-27T05:00:00Z,HAVASU CITY,Arizona,United States,N8647H,None,0,0,0,,33.5722,-112.0892,NAVION,B,AIR,,HAVASU,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MIA66A0062,ACC,1965-11-27T05:00:00Z,ST MARYS,Georgia,United States,N6232E,Fatal,1,0,0,,33.7628,-84.422,CESSNA,172,AIR,,ST MARY S,FALSE,1,,PERS,91,Destroyed,IFR,,state_centroid
CHI66F0421,ACC,1965-11-27T05:00:00Z,HOUGHTON LAK,Michigan,United States,CF-SUY,None,0,0,0,,42.3834,-83.1024,PIPER,PA-23,AIR,,HOUGHTON LAKE HGH,FALSE,2,,EXEC,,Substantial,IFR,,state_centroid
MIA66A0061,ACC,1965-11-26T05:00:00Z,NEW TOPSAIL BC,North Carolina,United States,N6902W,Fatal,1,0,1,,35.2083,-80.8303,PIPER,PA-28,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
NYC66D0374,ACC,1965-11-25T05:00:00Z,RANCOCAS,New Jersey,United States,N6288W,None,0,0,0,,40.2237,-74.7641,PIPER,PA-28,AIR,,INDEL,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
OAK66F0177,ACC,1965-11-24T05:00:00Z,MOLOKAI,Hawaii,United States,N1859H,None,0,0,0,,21.3294,-157.846,CESSNA,310C,AIR,,LONO HARBOR,FALSE,2,,BUS,91,Substantial,VFR,,state_centroid
DEN66F0162,ACC,1965-11-23T05:00:00Z,GREELY,Colorado,United States,N2176B,Minor,0,0,1,,39.762,-104.8758,LUSCOMBE,T-8F,AIR,,WELD COUNTY MUN.,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
SEA66A0032,ACC,1965-11-23T05:00:00Z,38MI E.KELSO,Washington,United States,N6145C,Minor,0,0,1,,47.6211,-122.3244,BELL,47G-2,HELI,,,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
CHI66F0478,ACC,1965-11-22T05:00:00Z,EAST ST LOUIS,Illinois,United States,N3205P,None,0,0,0,,41.8375,-87.6866,PIPER,PA-23,AIR,,LAKESIDE,FALSE,2,,BUS,91,Substantial,VFR,,state_centroid
UNK66X0110,ACC,1965-11-22T05:00:00Z,OGEMAN,Arkansas,United States,N8950D,Fatal,2,0,0,,34.7256,-92.3577,PIPER,PA-22,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
FTW66F0410,ACC,1965-11-21T05:00:00Z,KARNACK,Texas,United States,N8294D,None,0,0,0,,29.786,-95.3885,BEECHCRAFT,95,AIR,,CARDO STRIP,FALSE,2,,PERS,91,Substantial,VFR,,state_centroid
FTW66D0425,ACC,1965-11-21T05:00:00Z,BEAMONT,Texas,United States,N8883R,None,0,0,0,,29.786,-95.3885,BELLANCA,14-19,AIR,,JEFFERSON COUNTY,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC66D0358,ACC,1965-11-21T05:00:00Z,FALMOUTH,Massachusetts,United States,N7728E,None,0,0,0,,42.3188,-71.0852,CESSNA,150,AIR,,OTIS AFB,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC66F0368,ACC,1965-11-21T05:00:00Z,DEEP RIVER,Connecticut,United States,N5642W,None,0,0,0,,41.7661,-72.6834,PIPER,PA-28,AIR,,CHESTER,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
CHI66A0051,ACC,1965-11-21T05:00:00Z,CHICAGO HGTS,Illinois,United States,N5582R,Fatal,4,0,0,,41.8375,-87.6866,CESSNA,172F,AIR,,WINGS FIELD,FALSE,1,,PERS,91,Destroyed,IFR,,state_centroid
FTW66A0048,ACC,1965-11-20T05:00:00Z,PEARSON,Oklahoma,United States,N29718,Fatal,1,0,0,,35.4676,-97.5136,TAYLORCRAFT,BC-12,AIR,,,FALSE,1,,BUS,91,Substantial,IFR,,state_centroid
FTW66F0398,ACC,1965-11-20T05:00:00Z,ELPASO,Texas,United States,N6860W,None,0,0,0,,29.786,-95.3885,PIPER,PA-28,AIR,,EL PASO,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
MIA66A0057,ACC,1965-11-19T05:00:00Z,WASHINGTON,Mississippi,United States,N132V,Fatal,1,0,0,,32.3157,-90.2125,ERCO,415C,AIR,,NATCHEZ ADAMS CO.,FALSE,1,,FERY,91,Destroyed,IFR,,state_centroid
LAX66I0042,INC,1965-11-18T05:00:00Z,LOS.ANGELES,California,United States,N8811E,None,0,0,0,,34.1141,-118.4068,CONVAIR,CV-880,AIR,,LOS ANGELES INTL,FALSE,4,,,,Minor,VFR,DELTA AIR LINES INC,state_centroid
MIA66F0334,ACC,1965-11-16T05:00:00Z,LAKE CITY,Tennessee,United States,N2545Y,Serious,0,2,0,,36.1715,-86.7842,CESSNA,172D,AIR,,,FALSE,1,,BUS,91,Destroyed,IFR,,state_centroid
ANC66A0020,ACC,1965-11-15T05:00:00Z,ARTICVILLAGE,Alaska,United States,N3791G,None,0,0,0,,61.1508,-149.1091,DEHAVILLAND,DHC-2,AIR,,ARTIC VILLAGE,FALSE,1,,,,Substantial,VFR,WIEN ALASKA AIRLINES INC,state_centroid
NYC66F0371,ACC,1965-11-15T05:00:00Z,TUPPER LAKE,New York,United States,N3323W,None,0,0,0,,40.6943,-73.9249,PIPER,PA-32,AIR,,TUPPER LAKE AIRPT,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
MIA66F0305,ACC,1965-11-15T05:00:00Z,FONTANA VILLGE,North Carolina,United States,N8070D,None,0,0,0,,35.2083,-80.8303,PIPER,PA-18A,AIR,,,FALSE,1,,FERY,91,Substantial,VFR,,state_centroid
DEN66F0159,ACC,1965-11-14T05:00:00Z,SUNLAND PK,New Mexico,United States,N6372V,None,0,0,0,,35.1054,-106.6465,ALON,A2,AIR,,SUNLAND PARK,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC66D0352,ACC,1965-11-14T05:00:00Z,MT POCONO,Pennsylvania,United States,N8751W,None,0,0,0,,40.0077,-75.1339,PIPER,PA-28,AIR,,MT POCONO,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MKC66D0324,ACC,1965-11-14T05:00:00Z,MT AYR,Iowa,United States,N8847P,None,0,0,0,,41.5725,-93.6105,PIPER,PA-24,AIR,,MT AYR,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MIA66F0315,ACC,1965-11-14T05:00:00Z,MORIAH,North Carolina,United States,N1856P,Serious,0,2,0,,35.2083,-80.8303,PIPER,PA-18,AIR,,,FALSE,1,,PUBU,91,Destroyed,VFR,,state_centroid
SEA66D0178,ACC,1965-11-14T05:00:00Z,LAMBERT,Montana,United States,N4765M,None,0,0,0,,45.7891,-108.5526,PIPER,PA-11,AIR,,,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
DEN66F0156,ACC,1965-11-14T05:00:00Z,USAF ACADEMY,Colorado,United States,N346TC,None,0,0,0,,39.762,-104.8758,CESSNA,172,AIR,,AIR FORCE ACADEMY,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
LAX66D0166,ACC,1965-11-13T05:00:00Z,SAN ONOFRE,California,United States,N1504C,None,0,0,0,,34.1141,-118.4068,CESSNA,180,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
FTW66D0407,ACC,1965-11-13T05:00:00Z,TIMBALIER BAY,Louisiana,United States,N3690P,None,0,0,0,,30.0687,-89.9288,PIPER,PA-18,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK66A0023,ACC,1965-11-13T05:00:00Z,1W INVERNESS,California,United States,N7345D,Fatal,3,0,0,,34.1141,-118.4068,PIPER,PA-22,AIR,,,FALSE,1,,PERS,91,Destroyed,IFR,,state_centroid
OAK66F0171,ACC,1965-11-12T05:00:00Z,MAUI,Hawaii,United States,N9915Z,Fatal,2,0,0,,21.3294,-157.846,BEECHCRAFT,C45H,AIR,,KAHULUI,FALSE,2,,,,Destroyed,IFR,SKYWAY AIR CAR,state_centroid
CHI66D0417,ACC,1965-11-11T05:00:00Z,HALF DAY,Illinois,United States,N98608,None,0,0,0,,41.8375,-87.6866,PIPER,J-3,AIR,,CHICAGOLAND,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
DCA66A0004,ACC,1965-11-11T05:00:00Z,SALT LKE CTY,Utah,United States,N7030U,Fatal,43,35,9,,40.7776,-111.9311,BOEING,B-727,AIR,,SALT LKE CTY MUNI,FALSE,3,,,,Destroyed,VFR,UNITED AIR LINES INC,state_centroid
MIA66A0055,ACC,1965-11-11T05:00:00Z,RED OAK,Georgia,United States,N9742R,Fatal,4,0,0,,33.7628,-84.422,BEECHCRAFT,M35,AIR,,ATLANTA,FALSE,1,,PERS,91,Destroyed,IFR,,state_centroid
OAK66A0022,ACC,1965-11-10T05:00:00Z,BELLS STATION,California,United States,N68632,None,0,0,0,,34.1141,-118.4068,BELL,47D1,HELI,,,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
NYC66F0381,ACC,1965-11-09T05:00:00Z,FAIRCHILD,New Jersey,United States,N4289B,None,0,0,0,,40.2237,-74.7641,BEECHCRAFT,F35,AIR,,CALDWELL,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
DCA66A0003,ACC,1965-11-08T05:00:00Z,CONSTANCE,Kentucky,United States,N1996,Fatal,58,4,0,,38.1663,-85.6485,BOEING,B-727,AIR,,GREATER CINCINNAT,FALSE,3,,,,Destroyed,IFR,AMERICAN AIRLINES INC,state_centroid
FTW66A0044,ACC,1965-11-08T05:00:00Z,COLLEGE STA.,Texas,United States,N94249,None,0,0,0,,29.786,-95.3885,CONVAIR,CV-240,AIR,,EASTERWOOD,FALSE,2,,,,Substantial,VFR,TRANS-TEXAS AIRWAYS INC,state_centroid
MIA66F0326,ACC,1965-11-08T05:00:00Z,GAINESTOWN,Alabama,United States,N703T,Serious,0,1,0,,33.5279,-86.7971,UNIV ACFT,D-16A,AIR,,,FALSE,2,,PERS,91,Destroyed,VFR,,state_centroid
NYC66D0339,ACC,1965-11-07T05:00:00Z,CROTON,New York,United States,N2562J,None,0,0,0,,40.6943,-73.9249,CESSNA,150,AIR,,CROTON,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
CHI66A0045,ACC,1965-11-07T05:00:00Z,ST.JOSEPH,Michigan,United States,N3573S,Fatal,1,2,0,,42.3834,-83.1024,CESSNA,172E,AIR,,ROSS FIELD,FALSE,1,,PERS,91,Destroyed,IFR,,state_centroid
MKC66F0331,ACC,1965-11-06T05:00:00Z,SO ST PAUL,Minnesota,United States,N2632D,None,0,0,0,,44.9635,-93.2678,CESSNA,170,AIR,,FLEMMING,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
NYC66F0370,ACC,1965-11-06T05:00:00Z,GREENWICH,Connecticut,United States,N5752Z,Serious,0,2,0,,41.7661,-72.6834,PIPER,PA-22,AIR,,WESTCHESTER CO.NY,FALSE,1,,INST,91,Destroyed,VFR,,state_centroid
FTW66A0042,ACC,1965-11-06T05:00:00Z,WYNNE WOOD,Oklahoma,United States,N2274U,None,0,0,0,,35.4676,-97.5136,BRANTLY,B-2B,HELI,,,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
NYC66D0350,ACC,1965-11-04T05:00:00Z,MARIAVILLE,Maine,United States,N2620Y,None,0,0,0,,43.6773,-70.2715,CESSNA,180,AIR,,,FALSE,1,,AOBV,91,Substantial,VFR,,state_centroid
FTW66D0375,ACC,1965-11-04T05:00:00Z,SILOAM SPS,Arkansas,United States,N5836Y,None,0,0,0,,34.7256,-92.3577,PIPER,PA-23,AIR,,SMITH,FALSE,2,,INST,91,Substantial,VFR,,state_centroid
NYC66F0361,ACC,1965-11-03T05:00:00Z,MT.HOLLY,New Jersey,United States,N6136,Serious,0,2,1,,40.2237,-74.7641,PIPER,PA-23,AIR,,BURLINGTON COUNTY,FALSE,2,,EXEC,91,Destroyed,VFR,,state_centroid
NYC66F0327,ACC,1965-11-03T05:00:00Z,BROOKFIELD,Massachusetts,United States,N6235W,None,0,0,0,,42.3188,-71.0852,PIPER,PA-28,AIR,,WEST BROOKFIELD,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK66F0140,ACC,1965-11-02T05:00:00Z,AL TAHOE,California,United States,N94862,None,0,0,0,,34.1141,-118.4068,ERCOUPE,E,AIR,,LAKE TAHOE,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
NYC66D0335,ACC,1965-11-01T05:00:00Z,LEWISTON,Pennsylvania,United States,N7531M,None,0,0,0,,40.0077,-75.1339,CESSNA,175,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MIA66A0050,ACC,1965-10-31T04:00:00Z,MARTHON-KEY W,Florida,United States,N4010D,Fatal,2,0,0,,25.784,-80.2101,CESSNA,182,AIR,,,FALSE,1,,PERS,91,Destroyed,UNK,,state_centroid
SEA66F0153,ACC,1965-10-31T04:00:00Z,IMNAHA,Oregon,United States,N3090B,Serious,0,2,1,,45.5371,-122.65,CESSNA,195B,AIR,,,FALSE,1,,BUS,91,Destroyed,VFR,,state_centroid
MKC66F0358,ACC,1965-10-30T04:00:00Z,WHITE BEA,Minnesota,United States,N6403V,Serious,0,1,0,,44.9635,-93.2678,CHAMPION,7DC,AIR,,W BR LAKE-BENSON,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
MIA49A0049,ACC,1965-10-30T04:00:00Z,HORTON,Alabama,United States,N33957,Fatal,2,0,0,,33.5279,-86.7971,TAYLORCRAFT,BF-12,AIR,,ALBERTVILLE,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
LAX66F0150,ACC,1965-10-28T04:00:00Z,WENDOVER,Nevada,United States,N1432N,None,0,0,0,,36.2333,-115.2654,PIPER,J3C,AIR,,BUSH-LELAND,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
FTW66D0389,ACC,1965-10-28T04:00:00Z,CHAPPEL HILL,Texas,United States,N6538W,None,0,0,0,,29.786,-95.3885,PIPER,PA-28,AIR,,,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
CHI66D0391,ACC,1965-10-26T04:00:00Z,CHARGRIN FLLS,Ohio,United States,N733K,None,0,0,0,,39.1413,-84.506,BEECHCRAFT,65-90,AIR,,INGALLS,FALSE,2,,PERS,91,Substantial,VFR,,state_centroid
DEN66F0140,ACC,1965-10-25T04:00:00Z,LITCHFIELD PK,Arizona,United States,N45024,None,0,0,0,,33.5722,-112.0892,NAVAL ARCFT,N3N-3,AIR,,,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
OAK66I0021,INC,1965-10-25T04:00:00Z,YOSEMITE,California,United States,N5617,None,0,0,0,,34.1141,-118.4068,CONVAIR,CV-990,AIR,,,FALSE,4,,,,Minor,VFR,AMERICAN AIRLINES INC,state_centroid
SEA66F0174,ACC,1965-10-24T04:00:00Z,ADEL,Oregon,United States,N7328B,None,0,0,0,,45.5371,-122.65,BEECHCRAFT,E35,AIR,,,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
CHI66A0043,ACC,1965-10-24T04:00:00Z,REED,Kentucky,United States,N443B,Fatal,3,0,0,,38.1663,-85.6485,BEECH,35,AIR,,,FALSE,1,,INST,91,Destroyed,VFR,,state_centroid
CHI66A0042,ACC,1965-10-24T04:00:00Z,RALPH,Michigan,United States,N72146,Fatal,2,0,0,,42.3834,-83.1024,CESSNA,140,AIR,,RALPH,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
MIA66F0300,ACC,1965-10-24T04:00:00Z,KEYSTONE HTS,Florida,United States,N9500R,None,0,0,0,,25.784,-80.2101,BEECHCRAFT,K35,AIR,,KEYSTONE,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
ANC66A0019,ACC,1965-10-24T04:00:00Z,NAPAKIAH,Alaska,United States,N2853N,Fatal,1,1,0,,61.1508,-149.1091,CESSNA,140,AIR,,NAPASKIAK AIRSTRP,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
MIA66F0303,ACC,1965-10-24T04:00:00Z,LK THONOTOSAS,Florida,United States,N38329,None,0,0,0,,25.784,-80.2101,PIPER,J3-C,AIR,,,FALSE,1,,INST,91,Substantial,VFR,,state_centroid
MKC66D0290,ACC,1965-10-23T04:00:00Z,REED SPRINGS,Missouri,United States,N7286T,None,0,0,0,,38.6359,-90.2451,CESSNA,172,AIR,,EMERSON,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
MIA66A0045,ACC,1965-10-22T04:00:00Z,ST SIMONS ISLE,Georgia,United States,N4819U,Fatal,2,0,0,,33.7628,-84.422,CESSNA,205,AIR,,MCKINNON AIRPORT,FALSE,1,,PERS,91,Destroyed,VFR,,state_centroid
MKC66D0298,ACC,1965-10-19T04:00:00Z,GUTHRIE CNTR,Iowa,United States,N7189P,None,0,0,0,,41.5725,-93.6105,PIPER,PA-24,AIR,,,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
FTW66F0373,ACC,1965-10-19T04:00:00Z,GOODLET,Texas,United States,N3605G,None,0,0,0,,29.786,-95.3885,CALLAIR,A-9,AIR,,GOODLETT,FALSE,1,,AAPL,91,Substantial,VFR,,state_centroid
MKC66D0280,ACC,1965-10-19T04:00:00Z,WHETON,Missouri,United States,N8070A,None,0,0,0,,38.6359,-90.2451,CESSNA,170B,AIR,,,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
DEN66A0030,ACC,1965-10-18T04:00:00Z,SAPINERO,Colorado,United States,N3836D,Fatal,4,0,0,,39.762,-104.8758,CESSNA,182,AIR,,,FALSE,1,,BUS,91,Destroyed,VFR,,state_centroid
DEN66F0163,ACC,1965-10-18T04:00:00Z,ZUNI,New Mexico,United States,N8859S,Serious,0,1,0,,35.1054,-106.6465,CESSNA,150F,AIR,,,FALSE,1,,FERY,91,Destroyed,VFR,,state_centroid
MKC66A0027,ACC,1965-10-18T04:00:00Z,HIGHMORE S,South Dakota,United States,N1802H,Fatal,5,0,0,,43.5396,-96.7311,CESSNA,310C,AIR,,,FALSE,2,,PERS,91,Destroyed,IFR,,state_centroid
NYC66F0348,ACC,1965-10-17T04:00:00Z,SHELBURNE,Vermont,United States,N7522Y,None,0,0,0,,44.4876,-73.2316,PIPER,PA-30,AIR,,COWLES,FALSE,2,,PERS,91,Substantial,VFR,,state_centroid
DEN66A0028,ACC,1965-10-17T04:00:00Z,GLENWOOD SPGS,Colorado,United States,N17321,Serious,0,2,5,,39.762,-104.8758,BOEING 707,320C,AIR,,,FALSE,4,,,,None,IFR,CONTINENTAL AIR LINES INC,state_centroid
NYC66F0338,ACC,1965-10-17T04:00:00Z,PRESLEY LAKE,Maine,United States,CF-NYJ,Serious,0,2,0,,43.6773,-70.2715,PIPER,PA-12S,AIR,,,FALSE,1,,PERS,,Destroyed,VFR,,state_centroid
OAK66D0113,ACC,1965-10-16T04:00:00Z,GRIZZLY IS,California,United States,N5756Y,None,0,0,0,,34.1141,-118.4068,PIPER,PA-18,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
OAK66D0106,ACC,1965-10-15T04:00:00Z,NUT TREE,California,United States,N9484X,None,0,0,0,,34.1141,-118.4068,CESSNA,210,AIR,,NUT TREE,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
MKC66F0288,ACC,1965-10-15T04:00:00Z,BOSCHERTOWN,Missouri,United States,N47332,None,0,0,0,,38.6359,-90.2451,PIPER,PA-22,AIR,,,FALSE,1,,PERS,91,Substantial,VFR,,state_centroid
FTW66F0341,ACC,1965-10-15T04:00:00Z,EL PAS,Texas,United States,N8800P,None,0,0,0,,29.786,-95.3885,PIPER,PA-24,AIR,,EL PASO,FALSE,1,,BUS,91,Substantial,VFR,,state_centroid
NYC66F0312,ACC,1965-10-15T04:00:00Z,TUPPER LAKE,New York,United States,N2456U,None,0,0,0,,40.6943,-73.9249,CESSNA,172,AIR,,,FALSE,1,,PERS,91,Substantial,IFR,,state_centroid
